2025-10-16 19:39:53,957 | [2025-10-16 19:39:53.243] Text: Incredible performances by the | Result: positive | Q:False | Latency: 712.39ms
2025-10-16 19:40:32,473 | [2025-10-16 19:40:26.585] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 5887.76ms
2025-10-16 19:40:32,539 | Error: Server disconnected
2025-10-16 19:40:32,540 | Error: Server disconnected
2025-10-16 19:40:32,541 | Error: Server disconnected
2025-10-16 19:40:32,542 | Error: Server disconnected
2025-10-16 19:40:32,544 | Error: Server disconnected
2025-10-16 19:40:32,545 | Error: Server disconnected
2025-10-16 19:40:32,545 | Error: Server disconnected
2025-10-16 19:40:32,546 | Error: Server disconnected
2025-10-16 19:40:32,551 | Error: Server disconnected
2025-10-16 19:40:32,604 | Error: Server disconnected
2025-10-16 19:40:32,652 | Error: Server disconnected
2025-10-16 19:40:32,706 | Error: Server disconnected
2025-10-16 19:40:32,762 | Error: Server disconnected
2025-10-16 19:40:32,837 | [2025-10-16 19:40:32.484] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 353.35ms
2025-10-16 19:40:32,918 | [2025-10-16 19:40:32.485] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 433.73ms
2025-10-16 19:40:32,975 | [2025-10-16 19:40:32.485] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 490.54ms
2025-10-16 19:40:33,031 | [2025-10-16 19:40:32.484] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 547.39ms
2025-10-16 19:40:33,102 | [2025-10-16 19:40:32.485] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 616.20ms
2025-10-16 19:40:33,155 | [2025-10-16 19:40:32.487] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 667.87ms
2025-10-16 19:40:33,234 | [2025-10-16 19:40:32.487] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 746.15ms
2025-10-16 19:40:33,296 | [2025-10-16 19:40:32.486] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 809.09ms
2025-10-16 19:40:33,347 | [2025-10-16 19:40:32.486] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 861.31ms
2025-10-16 19:40:33,411 | [2025-10-16 19:40:32.486] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 924.74ms
2025-10-16 19:40:33,463 | [2025-10-16 19:40:32.488] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 974.46ms
2025-10-16 19:40:33,532 | [2025-10-16 19:40:32.488] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 1044.17ms
2025-10-16 19:40:33,602 | [2025-10-16 19:40:32.489] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 1112.47ms
2025-10-16 19:40:33,670 | [2025-10-16 19:40:32.482] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 1187.43ms
2025-10-16 19:40:33,738 | [2025-10-16 19:40:32.490] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 1247.92ms
2025-10-16 19:40:33,815 | [2025-10-16 19:40:32.489] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 1325.53ms
2025-10-16 19:40:33,884 | [2025-10-16 19:40:32.491] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 1392.61ms
2025-10-16 19:40:33,934 | [2025-10-16 19:40:32.493] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 1441.36ms
2025-10-16 19:40:34,006 | [2025-10-16 19:40:32.498] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 1507.79ms
2025-10-16 19:40:34,078 | [2025-10-16 19:40:32.499] Text: A moving story told with hones | Result: positive | Q:False | Latency: 1578.75ms
2025-10-16 19:40:34,149 | [2025-10-16 19:40:32.500] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 1649.43ms
2025-10-16 19:40:34,219 | [2025-10-16 19:40:32.495] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 1723.62ms
2025-10-16 19:40:34,289 | [2025-10-16 19:40:32.500] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 1788.14ms
2025-10-16 19:40:34,356 | [2025-10-16 19:40:32.501] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 1854.18ms
2025-10-16 19:40:34,426 | [2025-10-16 19:40:32.499] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 1926.93ms
2025-10-16 19:40:34,496 | [2025-10-16 19:40:32.501] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 1993.54ms
2025-10-16 19:40:34,565 | [2025-10-16 19:40:32.502] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 2063.58ms
2025-10-16 19:40:34,634 | [2025-10-16 19:40:32.500] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 2133.51ms
2025-10-16 19:40:34,691 | [2025-10-16 19:40:32.502] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 2187.56ms
2025-10-16 19:40:34,745 | [2025-10-16 19:40:32.503] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 2240.45ms
2025-10-16 19:40:34,820 | [2025-10-16 19:40:32.501] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 2318.58ms
2025-10-16 19:40:34,903 | [2025-10-16 19:40:32.502] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 2399.96ms
2025-10-16 19:40:34,971 | [2025-10-16 19:40:32.502] Text: A moving story told with hones | Result: positive | Q:False | Latency: 2468.19ms
2025-10-16 19:40:35,029 | [2025-10-16 19:40:32.510] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 2518.81ms
2025-10-16 19:40:35,101 | [2025-10-16 19:40:32.503] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 2597.74ms
2025-10-16 19:40:35,153 | [2025-10-16 19:40:32.503] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 2649.90ms
2025-10-16 19:40:35,219 | [2025-10-16 19:40:32.511] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 2708.30ms
2025-10-16 19:40:35,291 | [2025-10-16 19:40:32.505] Text: A moving story told with hones | Result: positive | Q:False | Latency: 2786.41ms
2025-10-16 19:40:35,349 | [2025-10-16 19:40:32.504] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 2845.37ms
2025-10-16 19:40:35,418 | [2025-10-16 19:40:32.505] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 2912.51ms
2025-10-16 19:40:35,473 | [2025-10-16 19:40:32.504] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 2968.41ms
2025-10-16 19:40:35,529 | [2025-10-16 19:40:32.504] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 3024.80ms
2025-10-16 19:40:35,582 | [2025-10-16 19:40:32.511] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 3069.95ms
2025-10-16 19:40:35,630 | [2025-10-16 19:40:32.505] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 3123.69ms
2025-10-16 19:40:35,698 | [2025-10-16 19:40:32.506] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 3191.19ms
2025-10-16 19:40:35,753 | [2025-10-16 19:40:32.508] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 3244.87ms
2025-10-16 19:40:35,818 | [2025-10-16 19:40:32.506] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 3311.41ms
2025-10-16 19:40:35,880 | [2025-10-16 19:40:32.508] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 3372.01ms
2025-10-16 19:40:35,947 | [2025-10-16 19:40:32.514] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 3433.03ms
2025-10-16 19:40:36,003 | [2025-10-16 19:40:32.515] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 3487.98ms
2025-10-16 19:40:36,077 | [2025-10-16 19:40:32.515] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 3561.31ms
2025-10-16 19:40:36,138 | [2025-10-16 19:40:32.515] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 3623.16ms
2025-10-16 19:40:36,206 | [2025-10-16 19:40:32.516] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 3690.66ms
2025-10-16 19:40:36,262 | [2025-10-16 19:40:32.516] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 3746.46ms
2025-10-16 19:40:36,335 | [2025-10-16 19:40:32.516] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 3818.61ms
2025-10-16 19:40:36,407 | [2025-10-16 19:40:32.517] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 3890.62ms
2025-10-16 19:40:36,467 | [2025-10-16 19:40:32.517] Text: Incredible performances by the | Result: positive | Q:False | Latency: 3949.59ms
2025-10-16 19:40:36,521 | [2025-10-16 19:40:32.519] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 4001.86ms
2025-10-16 19:40:36,575 | [2025-10-16 19:40:32.519] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 4055.09ms
2025-10-16 19:40:36,628 | [2025-10-16 19:40:32.517] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 4110.92ms
2025-10-16 19:40:36,699 | [2025-10-16 19:40:32.518] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 4180.38ms
2025-10-16 19:40:36,767 | [2025-10-16 19:40:32.518] Text: A moving story told with hones | Result: positive | Q:False | Latency: 4248.02ms
2025-10-16 19:40:36,845 | [2025-10-16 19:40:32.518] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 4326.57ms
2025-10-16 19:40:36,898 | [2025-10-16 19:40:32.520] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 4377.22ms
2025-10-16 19:40:36,974 | [2025-10-16 19:40:32.522] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 4452.36ms
2025-10-16 19:40:37,031 | [2025-10-16 19:40:32.521] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 4508.62ms
2025-10-16 19:40:37,094 | [2025-10-16 19:40:32.523] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 4571.52ms
2025-10-16 19:40:37,144 | [2025-10-16 19:40:32.520] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 4623.87ms
2025-10-16 19:40:37,214 | [2025-10-16 19:40:32.521] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 4692.09ms
2025-10-16 19:40:37,280 | [2025-10-16 19:40:32.523] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 4756.75ms
2025-10-16 19:40:37,322 | [2025-10-16 19:40:32.521] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 4800.96ms
2025-10-16 19:40:37,391 | [2025-10-16 19:40:32.524] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 4865.93ms
2025-10-16 19:40:37,439 | [2025-10-16 19:40:32.524] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 4914.93ms
2025-10-16 19:40:37,506 | [2025-10-16 19:40:32.525] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 4981.26ms
2025-10-16 19:40:37,560 | [2025-10-16 19:40:32.527] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 5032.49ms
2025-10-16 19:40:37,612 | [2025-10-16 19:40:32.528] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 5084.13ms
2025-10-16 19:40:37,667 | [2025-10-16 19:40:32.529] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 5138.24ms
2025-10-16 19:40:37,734 | [2025-10-16 19:40:32.531] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 5201.66ms
2025-10-16 19:40:37,791 | [2025-10-16 19:40:32.533] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 5257.93ms
2025-10-16 19:40:37,841 | [2025-10-16 19:40:32.533] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 5308.06ms
2025-10-16 19:40:37,902 | [2025-10-16 19:40:32.535] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 5366.10ms
2025-10-16 19:40:37,959 | [2025-10-16 19:40:32.535] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 5423.59ms
2025-10-16 19:40:38,021 | [2025-10-16 19:40:32.536] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 5484.40ms
2025-10-16 19:40:38,088 | [2025-10-16 19:40:32.537] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 5550.77ms
2025-10-16 19:40:38,159 | [2025-10-16 19:40:32.534] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 5623.81ms
2025-10-16 19:40:38,226 | [2025-10-16 19:40:32.532] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 5693.63ms
2025-10-16 19:40:38,282 | [2025-10-16 19:40:32.534] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 5747.91ms
2025-10-16 19:40:38,405 | Error: Server disconnected
2025-10-16 19:40:38,405 | Error: Server disconnected
2025-10-16 19:40:38,406 | Error: Server disconnected
2025-10-16 19:40:38,410 | Error: Server disconnected
2025-10-16 19:40:38,463 | Error: Server disconnected
2025-10-16 19:40:38,534 | Error: Server disconnected
2025-10-16 19:40:38,628 | [2025-10-16 19:40:38.287] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 339.34ms
2025-10-16 19:40:38,697 | [2025-10-16 19:40:38.289] Text: Incredible performances by the | Result: positive | Q:False | Latency: 407.11ms
2025-10-16 19:40:38,750 | [2025-10-16 19:40:38.291] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 459.62ms
2025-10-16 19:40:38,823 | [2025-10-16 19:40:38.296] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 525.47ms
2025-10-16 19:40:38,880 | [2025-10-16 19:40:38.300] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 581.86ms
2025-10-16 19:40:38,959 | [2025-10-16 19:40:38.300] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 659.14ms
2025-10-16 19:40:39,014 | [2025-10-16 19:40:38.302] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 713.50ms
2025-10-16 19:40:39,080 | [2025-10-16 19:40:38.312] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 768.07ms
2025-10-16 19:40:39,133 | [2025-10-16 19:40:38.304] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 829.81ms
2025-10-16 19:40:39,202 | [2025-10-16 19:40:38.314] Text: A solid film with great charac | Result: positive | Q:False | Latency: 887.72ms
2025-10-16 19:40:39,268 | [2025-10-16 19:40:38.316] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 952.10ms
2025-10-16 19:40:39,318 | [2025-10-16 19:40:38.317] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 1000.24ms
2025-10-16 19:40:39,373 | [2025-10-16 19:40:38.320] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 1052.81ms
2025-10-16 19:40:39,427 | [2025-10-16 19:40:38.318] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 1108.36ms
2025-10-16 19:40:39,494 | [2025-10-16 19:40:38.321] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 1173.84ms
2025-10-16 19:40:39,540 | [2025-10-16 19:40:38.322] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 1218.34ms
2025-10-16 19:40:39,611 | [2025-10-16 19:40:38.323] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 1286.72ms
2025-10-16 19:40:39,665 | [2025-10-16 19:40:38.329] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 1335.95ms
2025-10-16 19:40:39,718 | [2025-10-16 19:40:38.326] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 1391.95ms
2025-10-16 19:40:39,790 | [2025-10-16 19:40:38.327] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 1462.63ms
2025-10-16 19:40:39,868 | [2025-10-16 19:40:38.328] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 1540.47ms
2025-10-16 19:40:39,941 | [2025-10-16 19:40:38.334] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 1605.76ms
2025-10-16 19:40:40,031 | [2025-10-16 19:40:38.328] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 1701.71ms
2025-10-16 19:40:40,097 | [2025-10-16 19:40:38.337] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 1758.95ms
2025-10-16 19:40:40,158 | [2025-10-16 19:40:38.331] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 1826.83ms
2025-10-16 19:40:40,230 | [2025-10-16 19:40:38.335] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 1895.01ms
2025-10-16 19:40:40,296 | [2025-10-16 19:40:38.337] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 1958.94ms
2025-10-16 19:40:40,366 | [2025-10-16 19:40:38.336] Text: Incredible performances by the | Result: positive | Q:False | Latency: 2029.91ms
2025-10-16 19:40:40,413 | [2025-10-16 19:40:38.336] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 2076.12ms
